datetime,weekday,diferencia
2019-03-03 09:43:47,6,0.833333329
2019-03-03 10:06:15,6,22.46666667
2019-03-03 10:07:26,6,1.183333327
2019-03-03 10:19:52,6,12.43333334
2019-03-03 10:52:07,6,32.25000001
2019-03-03 11:01:18,6,9.183333332
2019-03-03 11:09:04,6,7.766666659
2019-03-03 11:42:08,6,33.06666667
2019-03-03 11:46:20,6,4.199999997
2019-03-03 11:47:09,6,0.816666669
2019-03-03 12:22:40,6,35.51666666
2019-03-03 12:37:42,6,15.03333334
2019-03-03 13:20:15,6,42.55
2019-03-03 13:25:21,6,5.099999998
2019-03-03 14:03:08,6,37.78333333
2019-03-03 15:26:19,6,83.18333333
2019-03-03 15:45:10,6,18.85
2019-03-03 15:46:17,6,1.116666666
2019-03-03 15:57:58,6,11.68333334
2019-03-03 15:58:15,6,0.283333326
2019-03-03 16:01:21,6,3.100000002
2019-03-03 16:48:12,6,46.85
2019-03-03 17:16:46,6,28.56666667
2019-03-03 17:24:01,6,7.249999997
2019-03-03 17:43:25,6,19.4
2019-03-03 18:21:53,6,38.46666667
2019-03-03 18:24:30,6,2.61666666
2019-03-03 18:26:07,6,1.616666667
2019-03-03 18:37:38,6,11.51666667
2019-03-03 18:46:05,6,8.450000006
2019-03-03 18:47:24,6,1.31666666
2019-03-03 18:52:43,6,5.316666673
2019-03-03 18:55:35,6,2.866666666
2019-03-03 19:04:51,6,9.266666664
2019-03-03 19:05:16,6,0.41666667
2019-03-03 19:22:10,6,16.9
2019-03-03 19:33:37,6,11.44999999
2019-03-03 19:35:11,6,1.566666666
2019-03-03 19:41:38,6,6.449999999
2019-03-03 19:42:21,6,0.716666667
2019-03-03 19:43:59,6,1.633333338
2019-03-03 20:30:08,6,46.15
2019-03-03 20:30:27,6,0.316666667
2019-03-03 20:39:50,6,9.383333337
2019-03-03 21:07:20,6,27.5
2019-03-03 21:07:55,6,0.583333333
2019-03-03 21:09:50,6,1.916666675
2019-03-03 21:10:12,6,0.366666658
2019-03-03 21:20:21,6,10.15
2019-03-09 02:40:08,5,7519.783333
2019-03-09 04:55:58,5,135.8333333
2019-03-09 05:12:46,5,16.8
2019-03-09 05:36:46,5,23.99999999
2019-03-09 05:37:15,5,0.483333342
2019-03-09 05:37:15,5,0
2019-03-09 05:54:18,5,17.04999999
2019-03-09 05:55:38,5,1.333333331
2019-03-09 06:44:48,5,49.16666667
2019-03-09 06:58:42,5,13.9
2019-03-09 07:06:50,5,8.133333338
2019-03-09 07:21:08,5,14.3
2019-03-09 07:29:47,5,8.65
2019-03-09 07:29:54,5,0.116666663
2019-03-09 07:50:51,5,20.95
2019-03-09 07:51:15,5,0.399999999
2019-03-09 07:54:35,5,3.333333337
2019-03-09 08:01:01,5,6.433333328
2019-03-09 08:11:42,5,10.68333334
2019-03-09 08:13:42,5,1.999999996
2019-03-09 08:33:02,5,19.33333334
2019-03-09 08:34:45,5,1.716666659
2019-03-09 08:44:07,5,9.366666666
2019-03-09 08:59:18,5,15.18333334
2019-03-09 09:04:00,5,4.699999999
2019-03-09 09:08:15,5,4.249999998
2019-03-09 09:17:18,5,9.049999999
2019-03-09 09:27:41,5,10.38333333
2019-03-09 09:29:29,5,1.800000002
2019-03-09 09:35:12,5,5.716666672
2019-03-09 09:39:28,5,4.266666658
2019-03-09 09:44:55,5,5.450000006
2019-03-09 10:20:54,5,35.98333333
2019-03-09 10:23:40,5,2.766666664
2019-03-09 10:34:04,5,10.4
2019-03-09 10:58:19,5,24.25
2019-03-09 10:59:38,5,1.316666671
2019-03-09 11:12:30,5,12.86666667
2019-03-09 11:21:30,5,8.999999998
2019-03-09 11:56:18,5,34.8
2019-03-09 11:56:18,5,0
2019-03-09 12:04:45,5,8.449999995
2019-03-09 12:26:16,5,21.51666667
2019-03-09 12:26:45,5,0.483333331
2019-03-09 12:30:13,5,3.46666667
2019-03-09 13:06:29,5,36.26666667
2019-03-09 13:07:10,5,0.683333325
2019-03-09 13:13:29,5,6.316666676
2019-03-09 13:20:13,5,6.733333325
2019-03-09 14:02:24,5,42.18333333
2019-03-09 14:08:30,5,6.100000001
2019-03-09 14:14:29,5,5.983333339
2019-03-09 14:15:29,5,0.999999993
2019-03-09 14:22:37,5,7.133333335
2019-03-09 14:41:14,5,18.61666667
2019-03-09 14:42:56,5,1.699999999
2019-03-09 14:45:44,5,2.799999994
2019-03-09 14:51:54,5,6.166666673
2019-03-09 14:57:49,5,5.916666667
2019-03-09 15:04:04,5,6.249999994
2019-03-09 15:35:13,5,31.15
2019-03-09 15:38:18,5,3.083333331
2019-03-09 15:41:17,5,2.983333339
2019-03-09 15:42:36,5,1.316666671
2019-03-09 15:43:37,5,1.016666663
2019-03-09 15:44:05,5,0.466666661
2019-03-09 15:54:12,5,10.11666667
2019-03-09 15:57:29,5,3.283333326
2019-03-09 16:23:32,5,26.05
2019-03-09 16:42:52,5,19.33333334
2019-03-09 16:43:56,5,1.066666665
2019-03-09 16:56:33,5,12.61666667
2019-03-09 17:00:34,5,4.016666663
2019-03-09 17:00:52,5,0.299999997
2019-03-09 17:07:16,5,6.400000008
2019-03-09 17:39:31,5,32.25
2019-03-09 18:11:50,5,32.31666667
2019-03-09 18:28:37,5,16.78333334
2019-03-09 18:44:00,5,15.38333333
2019-03-09 18:51:15,5,7.250000008
2019-03-09 18:52:08,5,0.88333333
2019-03-09 18:55:49,5,3.683333335
2019-03-09 18:57:43,5,1.899999994
2019-03-09 19:13:31,5,15.80000001
2019-03-09 19:18:10,5,4.649999997
2019-03-09 19:28:29,5,10.31666667
2019-03-09 19:30:50,5,2.349999994
2019-03-09 19:31:53,5,1.050000004
2019-03-09 19:34:00,5,2.116666669
2019-03-09 19:43:52,5,9.866666668
2019-03-09 19:44:29,5,0.616666664
2019-03-09 20:06:04,5,21.58333333
2019-03-09 20:13:13,5,7.150000005
2019-03-09 20:54:35,5,41.36666667
2019-03-09 20:54:38,5,0.050000001
2019-03-09 21:14:59,5,20.35
2019-03-09 21:15:25,5,0.43333333
2019-03-09 21:17:16,5,1.850000003
2019-03-09 21:18:20,5,1.066666665
2019-03-09 21:26:27,5,8.116666668
2019-03-09 21:32:35,5,6.133333332
2019-03-09 21:35:51,5,3.266666665
2019-03-09 22:07:42,5,31.85000001
2019-03-09 22:53:43,5,46.01666666
2019-03-09 23:40:24,5,46.68333333
2019-03-09 23:40:36,5,0.200000005
2019-03-10 00:02:57,6,22.35
2019-03-10 00:24:40,6,21.71666667
2019-03-10 00:31:52,6,7.199999996
2019-03-10 04:47:05,6,255.2166667
2019-03-10 04:59:49,6,12.73333333
2019-03-10 06:05:48,6,65.98333334
2019-03-10 06:08:53,6,3.083333331
2019-03-10 06:34:35,6,25.69999999
2019-03-10 06:45:37,6,11.03333334
2019-03-10 07:44:37,6,59
2019-03-10 07:46:38,6,2.016666667
2019-03-10 07:51:45,6,5.116666668
2019-03-10 08:03:22,6,11.61666667
2019-03-10 08:04:03,6,0.683333325
2019-03-10 08:15:38,6,11.58333334
2019-03-10 09:20:20,6,64.7
2019-03-10 09:21:22,6,1.033333334
2019-03-10 09:22:04,6,0.700000006
2019-03-10 10:33:56,6,71.86666666
2019-03-10 10:48:43,6,14.78333333
2019-03-10 10:55:22,6,6.650000004
2019-03-10 11:02:18,6,6.93333333
2019-03-10 11:03:48,6,1.500000005
2019-03-10 11:20:09,6,16.35
2019-03-10 11:21:28,6,1.316666671
2019-03-10 11:25:05,6,3.616666663
2019-03-10 11:29:01,6,3.933333331
2019-03-10 11:40:56,6,11.91666667
2019-03-10 11:47:16,6,6.333333337
2019-03-10 11:52:10,6,4.900000003
2019-03-10 11:53:32,6,1.366666661
2019-03-10 11:54:50,6,1.3
2019-03-10 11:58:04,6,3.233333335
2019-03-10 11:59:32,6,1.466666664
2019-03-10 12:44:15,6,44.71666667
2019-03-10 12:44:50,6,0.583333333
2019-03-10 12:45:36,6,0.766666668
2019-03-10 12:50:19,6,4.716666659
2019-03-10 12:55:24,6,5.083333338
2019-03-10 12:56:34,6,1.166666667
2019-03-10 12:57:48,6,1.233333328
2019-03-10 12:59:06,6,1.3
2019-03-10 13:10:31,6,11.41666667
2019-03-10 13:11:57,6,1.433333333
2019-03-10 13:12:08,6,0.183333334
2019-03-10 13:13:21,6,1.216666658
2019-03-10 13:21:46,6,8.416666675
2019-03-10 13:25:31,6,3.749999997
2019-03-10 13:25:59,6,0.466666671
2019-03-10 13:27:58,6,1.983333325
2019-03-10 13:35:24,6,7.433333342
2019-03-10 13:36:17,6,0.88333333
2019-03-10 13:41:43,6,5.433333336
2019-03-10 13:52:10,6,10.44999999
2019-03-10 13:58:46,6,6.600000003
2019-03-10 14:52:46,6,54
2019-03-10 15:16:50,6,24.06666667
2019-03-10 15:21:12,6,4.366666671
2019-03-10 15:23:36,6,2.399999995
2019-03-10 15:29:22,6,5.766666674
2019-03-10 15:33:36,6,4.233333328
2019-03-10 15:33:42,6,0.100000002
2019-03-10 15:38:31,6,4.816666672
2019-03-10 15:38:31,6,0
2019-03-10 15:49:51,6,11.33333333
2019-03-10 16:10:49,6,20.96666666
2019-03-10 16:49:52,6,39.05
2019-03-10 16:50:38,6,0.766666668
2019-03-10 17:00:35,6,9.95
2019-03-10 17:02:09,6,1.566666666
2019-03-10 17:03:14,6,1.083333335
2019-03-10 17:07:11,6,3.949999991
2019-03-10 17:07:26,6,0.250000006
2019-03-10 17:08:26,6,1.000000003
2019-03-10 17:15:01,6,6.583333332
2019-03-10 17:31:07,6,16.09999999
2019-03-10 18:29:04,6,57.95
2019-03-10 18:29:32,6,0.466666671
2019-03-10 19:38:15,6,68.71666667
2019-03-10 19:54:59,6,16.73333334
2019-03-10 20:33:11,6,38.19999999
2019-03-10 20:37:27,6,4.266666669
2019-03-10 20:42:58,6,5.516666668
2019-03-10 20:55:22,6,12.4
2019-03-10 20:58:04,6,2.700000003
2019-03-10 21:09:35,6,11.51666667
2019-03-10 21:23:57,6,14.36666667
2019-03-10 22:06:30,6,42.54999999
2019-03-10 22:11:03,6,4.550000005
2019-03-10 22:34:17,6,23.23333333
2019-03-10 22:34:42,6,0.41666667
2019-03-10 22:58:42,6,24
2019-03-10 23:13:34,6,14.86666666
2019-03-10 23:35:46,6,22.2
2019-03-16 00:38:24,5,7262.633333
2019-03-16 00:58:20,5,19.93333334
2019-03-16 01:44:44,5,46.39999999
2019-03-16 04:40:35,5,175.85
2019-03-16 04:56:40,5,16.08333333
2019-03-16 05:18:19,5,21.65
2019-03-16 05:34:05,5,15.76666666
2019-03-16 05:36:06,5,2.016666667
2019-03-16 05:39:45,5,3.650000005
2019-03-16 05:40:49,5,1.066666665
2019-03-16 05:57:09,5,16.33333334
2019-03-16 06:24:14,5,27.08333333
2019-03-16 06:25:15,5,1.016666674
2019-03-16 06:32:51,5,7.599999995
2019-03-16 06:38:38,5,5.783333334
2019-03-16 06:43:09,5,4.516666664
2019-03-16 06:45:06,5,1.950000005
2019-03-16 06:49:46,5,4.666666668
2019-03-16 06:51:14,5,1.466666664
2019-03-16 07:06:56,5,15.7
2019-03-16 07:13:50,5,6.899999999
2019-03-16 07:14:39,5,0.816666659
2019-03-16 07:15:03,5,0.40000001
2019-03-16 07:20:44,5,5.683333331
2019-03-16 07:21:51,5,1.116666666
2019-03-16 07:25:48,5,3.950000001
2019-03-16 07:28:30,5,2.699999992
2019-03-16 07:30:09,5,1.650000009
2019-03-16 07:30:32,5,0.383333329
2019-03-16 07:33:13,5,2.683333332
2019-03-16 07:35:47,5,2.566666669
2019-03-16 07:36:57,5,1.166666667
2019-03-16 07:45:24,5,8.449999995
2019-03-16 07:53:37,5,8.21666667
2019-03-16 07:58:24,5,4.78333333
2019-03-16 08:01:39,5,3.250000005
2019-03-16 08:04:52,5,3.216666664
2019-03-16 08:06:32,5,1.666666669
2019-03-16 08:11:26,5,4.900000003
2019-03-16 08:11:59,5,0.549999992
2019-03-16 08:15:12,5,3.216666675
2019-03-16 08:25:06,5,9.899999999
2019-03-16 08:29:32,5,4.433333332
2019-03-16 08:37:40,5,8.133333328
2019-03-16 08:44:54,5,7.233333337
2019-03-16 08:45:09,5,0.249999996
2019-03-16 08:45:42,5,0.550000003
2019-03-16 08:47:19,5,1.616666667
2019-03-16 08:55:05,5,7.76666667
2019-03-16 08:55:08,5,0.050000001
2019-03-16 09:53:24,5,58.26666667
2019-03-16 10:21:24,5,28
2019-03-16 10:21:46,5,0.366666669
2019-03-16 10:22:12,5,0.43333333
2019-03-16 10:22:18,5,0.100000002
2019-03-16 10:22:45,5,0.45
2019-03-16 10:36:02,5,13.28333333
2019-03-16 10:54:22,5,18.33333333
2019-03-16 11:28:27,5,34.08333334
2019-03-16 11:46:42,5,18.25
2019-03-16 11:46:42,5,0
2019-03-16 11:47:16,5,0.566666663
2019-03-16 11:47:19,5,0.050000001
2019-03-16 12:08:58,5,21.65
2019-03-16 12:13:57,5,4.983333335
2019-03-16 12:15:47,5,1.833333332
2019-03-16 12:25:30,5,9.716666664
2019-03-16 12:40:28,5,14.96666667
2019-03-16 12:47:08,5,6.666666664
2019-03-16 13:00:14,5,13.1
2019-03-16 13:03:27,5,3.216666664
2019-03-16 13:17:04,5,13.61666668
2019-03-16 13:20:06,5,3.03333333
2019-03-16 13:20:42,5,0.599999994
2019-03-16 13:42:26,5,21.73333334
2019-03-16 13:50:35,5,8.149999998
2019-03-16 14:13:54,5,23.31666667
2019-03-16 14:14:19,5,0.416666659
2019-03-16 14:20:47,5,6.46666667
2019-03-16 14:22:01,5,1.233333328
2019-03-16 14:26:08,5,4.116666676
2019-03-16 14:26:54,5,0.766666657
2019-03-16 14:27:49,5,0.916666671
2019-03-16 14:32:06,5,4.283333329
2019-03-16 14:32:49,5,0.716666667
2019-03-16 14:33:26,5,0.616666675
2019-03-16 14:34:49,5,1.383333332
2019-03-16 14:37:25,5,2.6
2019-03-16 14:38:19,5,0.900000001
2019-03-16 14:39:13,5,0.900000001
2019-03-16 14:44:07,5,4.899999993
2019-03-16 14:49:54,5,5.783333334
2019-03-16 15:05:49,5,15.91666667
2019-03-16 15:12:48,5,6.983333331
2019-03-16 15:12:48,5,0
2019-03-16 15:20:01,5,7.216666667
2019-03-16 15:20:45,5,0.733333337
2019-03-16 15:26:22,5,5.61666667
2019-03-16 15:29:41,5,3.316666667
2019-03-16 15:46:50,5,17.15
2019-03-16 15:50:41,5,3.849999999
2019-03-16 16:05:58,5,15.28333333
2019-03-16 16:13:25,5,7.450000002
2019-03-16 16:13:40,5,0.249999996
2019-03-16 16:18:17,5,4.616666667
2019-03-16 16:27:36,5,9.316666676
2019-03-16 16:29:25,5,1.816666662
2019-03-16 16:42:35,5,13.16666666
2019-03-16 16:42:49,5,0.233333335
2019-03-16 16:46:06,5,3.283333336
2019-03-16 16:54:43,5,8.616666669
2019-03-16 16:57:14,5,2.516666658
2019-03-16 17:13:31,5,16.28333334
2019-03-16 17:25:31,5,12
2019-03-16 17:51:41,5,26.16666668
2019-03-16 17:53:14,5,1.549999996
2019-03-16 18:01:01,5,7.78333333
2019-03-16 18:01:41,5,0.666666665
2019-03-16 18:02:05,5,0.40000001
2019-03-16 18:08:21,5,6.266666665
2019-03-16 18:08:32,5,0.183333334
2019-03-16 18:09:09,5,0.616666664
2019-03-16 18:12:02,5,2.883333337
2019-03-16 18:23:43,5,11.68333333
2019-03-16 18:33:34,5,9.849999998
2019-03-16 18:42:25,5,8.850000005
2019-03-16 18:43:13,5,0.799999998
2019-03-16 18:46:37,5,3.399999999
2019-03-16 18:50:35,5,3.966666661
2019-03-16 18:50:57,5,0.366666669
2019-03-16 18:51:11,5,0.233333335
2019-03-16 19:05:50,5,14.65
2019-03-16 19:07:10,5,1.333333331
2019-03-16 19:10:37,5,3.45
2019-03-16 19:13:00,5,2.383333335
2019-03-16 19:15:35,5,2.58333334
2019-03-16 20:02:28,5,46.88333333
2019-03-16 20:07:31,5,5.049999997
2019-03-16 20:07:42,5,0.183333334
2019-03-16 20:14:05,5,6.383333327
2019-03-16 20:22:30,5,8.416666675
2019-03-16 20:23:30,5,0.999999993
2019-03-16 20:23:34,5,0.066666672
2019-03-16 20:34:51,5,11.28333333
2019-03-16 21:10:36,5,35.75000001
2019-03-16 21:24:56,5,14.33333333
2019-03-16 21:31:16,5,6.333333326
2019-03-16 21:57:18,5,26.03333334
2019-03-16 21:59:02,5,1.73333333
2019-03-17 00:15:50,6,136.8
2019-03-17 00:16:07,6,0.283333326
2019-03-17 00:23:24,6,7.283333339
2019-03-17 00:29:22,6,5.966666668
2019-03-17 00:33:46,6,4.400000002
2019-03-17 01:37:06,6,63.33333333
2019-03-17 02:15:56,6,38.83333333
2019-03-17 04:48:47,6,152.85
2019-03-17 05:04:34,6,15.78333333
2019-03-17 05:26:34,6,22
2019-03-17 05:48:17,6,21.71666666
2019-03-17 05:54:54,6,6.616666673
2019-03-17 06:39:07,6,44.21666666
2019-03-17 06:46:04,6,6.950000001
2019-03-17 07:02:01,6,15.95
2019-03-17 07:12:37,6,10.60000001
2019-03-17 07:14:12,6,1.583333337
2019-03-17 07:24:06,6,9.899999999
2019-03-17 07:47:59,6,23.88333333
2019-03-17 08:09:24,6,21.41666666
2019-03-17 08:47:56,6,38.53333333
2019-03-17 09:10:58,6,23.03333333
2019-03-17 09:20:20,6,9.366666666
2019-03-17 09:21:03,6,0.716666667
2019-03-17 09:55:40,6,34.61666667
2019-03-17 10:25:44,6,30.06666666
2019-03-17 10:29:21,6,3.616666674
2019-03-17 10:31:11,6,1.833333332
2019-03-17 10:36:13,6,5.033333326
2019-03-17 10:42:50,6,6.616666673
2019-03-17 10:48:09,6,5.316666663
2019-03-17 11:00:15,6,12.1
2019-03-17 11:13:02,6,12.78333334
2019-03-17 11:15:56,6,2.899999997
2019-03-17 11:23:46,6,7.833333331
2019-03-17 11:25:39,6,1.883333334
2019-03-17 11:26:29,6,0.83333334
2019-03-17 11:27:20,6,0.85
2019-03-17 11:35:05,6,7.749999999
2019-03-17 11:40:57,6,5.866666666
2019-03-17 11:43:48,6,2.849999996
2019-03-17 11:53:12,6,9.400000008
2019-03-17 11:55:15,6,2.049999997
2019-03-17 11:59:06,6,3.849999999
2019-03-17 11:59:38,6,0.533333332
2019-03-17 12:00:13,6,0.583333333
2019-03-17 12:01:25,6,1.199999998
2019-03-17 12:09:05,6,7.666666667
2019-03-17 12:29:52,6,20.78333334
2019-03-17 12:42:06,6,12.23333333
2019-03-17 12:43:35,6,1.483333334
2019-03-17 12:44:42,6,1.116666666
2019-03-17 12:48:01,6,3.316666667
2019-03-17 12:52:49,6,4.800000001
2019-03-17 12:59:29,6,6.666666664
2019-03-17 13:00:50,6,1.350000001
2019-03-17 13:07:30,6,6.666666664
2019-03-17 13:51:32,6,44.03333334
2019-03-17 14:56:12,6,64.66666666
2019-03-17 15:26:22,6,30.16666667
2019-03-17 17:31:17,6,124.9166667
2019-03-17 17:35:34,6,4.283333329
2019-03-17 17:44:40,6,9.1
2019-03-17 18:05:56,6,21.26666667
2019-03-17 18:45:27,6,39.51666666
2019-03-17 19:15:47,6,30.33333333
2019-03-17 19:45:52,6,30.08333334
2019-03-17 19:51:11,6,5.316666663
2019-03-17 19:54:43,6,3.533333342
2019-03-17 20:06:11,6,11.46666666
2019-03-17 20:06:19,6,0.133333333
2019-03-17 20:13:34,6,7.249999997
2019-03-17 20:20:37,6,7.050000003
2019-03-17 20:23:07,6,2.499999998
2019-03-17 20:38:53,6,15.76666666
2019-03-17 20:51:45,6,12.86666667
2019-03-17 21:06:08,6,14.38333333
2019-03-17 21:06:31,6,0.383333339
2019-03-17 21:07:00,6,0.483333331
2019-03-17 21:18:01,6,11.01666666
2019-03-17 21:21:07,6,3.100000002
2019-03-17 21:22:09,6,1.033333334
2019-03-17 21:23:50,6,1.683333329
2019-03-17 21:37:26,6,13.6
2019-03-17 21:48:20,6,10.9
2019-03-17 21:50:40,6,2.333333334
2019-03-17 21:51:12,6,0.533333332
2019-03-17 21:57:49,6,6.616666663
2019-03-17 22:16:11,6,18.36666666
2019-03-17 22:21:40,6,5.483333337
2019-03-17 22:24:01,6,2.349999994
2019-03-17 22:26:02,6,2.016666677
2019-03-17 22:44:48,6,18.76666666
2019-03-17 22:47:39,6,2.849999996
2019-03-17 22:59:58,6,12.31666666
2019-03-17 23:22:02,6,22.06666667
2019-03-17 23:38:24,6,16.36666667
2019-03-17 23:42:01,6,3.616666663
2019-03-23 00:11:15,5,7229.233333
2019-03-23 01:29:12,5,77.95
2019-03-23 01:29:40,5,0.466666661
2019-03-23 04:58:02,5,208.3666667
2019-03-23 05:41:33,5,43.51666667
2019-03-23 05:52:44,5,11.18333333
2019-03-23 05:54:48,5,2.066666668
2019-03-23 05:55:50,5,1.033333334
2019-03-23 06:05:37,5,9.783333336
2019-03-23 06:11:55,5,6.299999995
2019-03-23 06:12:10,5,0.250000006
2019-03-23 06:24:47,5,12.61666666
2019-03-23 06:31:22,5,6.583333332
2019-03-23 06:34:11,5,2.816666665
2019-03-23 06:46:02,5,11.85
2019-03-23 06:49:24,5,3.366666668
2019-03-23 07:03:17,5,13.88333333
2019-03-23 07:09:19,5,6.033333329
2019-03-23 07:11:41,5,2.366666675
2019-03-23 07:12:57,5,1.266666659
2019-03-23 07:28:00,5,15.05000001
2019-03-23 07:29:03,5,1.049999994
2019-03-23 07:29:35,5,0.533333332
2019-03-23 07:42:39,5,13.06666667
2019-03-23 07:47:00,5,4.350000001
2019-03-23 07:57:52,5,10.86666666
2019-03-23 08:32:08,5,34.26666667
2019-03-23 08:38:59,5,6.849999998
2019-03-23 09:37:41,5,58.7
2019-03-23 09:42:52,5,5.18333334
2019-03-23 09:51:27,5,8.583333328
2019-03-23 10:08:38,5,17.18333334
2019-03-23 10:32:31,5,23.88333333
2019-03-23 10:42:36,5,10.08333333
2019-03-23 10:44:58,5,2.366666665
2019-03-23 11:17:27,5,32.48333333
2019-03-23 11:19:48,5,2.350000005
2019-03-23 11:23:31,5,3.716666666
2019-03-23 11:25:02,5,1.516666665
2019-03-23 11:30:29,5,5.450000006
2019-03-23 11:58:01,5,27.53333333
2019-03-23 12:10:42,5,12.68333333
2019-03-23 12:28:42,5,18.00000001
2019-03-23 12:41:22,5,12.66666666
2019-03-23 12:42:12,5,0.833333329
2019-03-23 12:48:14,5,6.03333334
2019-03-23 12:48:21,5,0.116666663
2019-03-23 12:48:33,5,0.200000005
2019-03-23 12:54:13,5,5.666666661
2019-03-23 13:07:49,5,13.6
2019-03-23 13:13:40,5,5.849999995
2019-03-23 13:15:03,5,1.383333342
2019-03-23 13:20:12,5,5.149999999
2019-03-23 13:28:13,5,8.016666665
2019-03-23 13:32:21,5,4.133333336
2019-03-23 13:32:37,5,0.266666666
2019-03-23 13:45:26,5,12.81666667
2019-03-23 13:50:33,5,5.116666668
2019-03-23 14:25:47,5,35.23333332
2019-03-23 14:39:30,5,13.71666667
2019-03-23 14:41:11,5,1.683333339
2019-03-23 14:51:41,5,10.5
2019-03-23 14:56:30,5,4.816666661
2019-03-23 14:59:36,5,3.100000002
2019-03-23 15:01:06,5,1.499999994
2019-03-23 15:05:16,5,4.166666666
2019-03-23 15:05:49,5,0.550000003
2019-03-23 15:07:36,5,1.783333331
2019-03-23 15:07:42,5,0.100000002
2019-03-23 15:09:13,5,1.516666665
2019-03-23 15:11:50,5,2.616666671
2019-03-23 15:15:40,5,3.833333328
2019-03-23 15:17:13,5,1.550000006
2019-03-23 15:19:56,5,2.716666663
2019-03-23 15:30:04,5,10.13333333
2019-03-23 15:58:13,5,28.15
2019-03-23 16:15:51,5,17.63333334
2019-03-23 16:24:45,5,8.899999995
2019-03-23 16:40:13,5,15.46666667
2019-03-23 16:40:18,5,0.083333332
2019-03-23 16:40:31,5,0.216666665
2019-03-23 16:54:48,5,14.28333334
2019-03-23 17:09:29,5,14.68333333
2019-03-23 17:43:12,5,33.71666667
2019-03-23 17:45:36,5,2.399999995
2019-03-23 17:50:09,5,4.550000005
2019-03-23 17:56:59,5,6.833333328
2019-03-23 18:23:47,5,26.8
2019-03-23 18:27:26,5,3.650000005
2019-03-23 18:49:09,5,21.71666666
2019-03-23 19:24:25,5,35.26666668
2019-03-23 19:24:43,5,0.299999997
2019-03-23 19:26:44,5,2.016666667
